uid,title,developer,ratings,avgrating,oldest_rating,category.1,category.2,invocation,privacy_policy,tos,dynamic,guidance,flashbriefing,smarthome,price,permission.Device_Address,permission.Alexa_Notifications,permission.Amazon_Pay,permission.Device_Country_and_Postal_Code,permission.Reminders,permission.Lists_Read_Access,permission.Lists_Write_Access,permission.Location_Services,permission.Email_Address,permission.First_Name,permission.Full_Name,permission.Mobile_Number,example.1,example.2,example.3,details
B08121YDX8,Papa Chuck,Nicolas Verhoye EIRL,3,"3,5 sur 5",2019,Fantaisie et humour,,":
        papa chuck",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, lance Papa Chuck et raconte moi une anecdote »","« Alexa, lance Papa Chuck »","« Alexa, ouvre On ne dit pas »","Comment parler de Papa Chuck sans évoquer ces fameuses anecdotes ayant pour héros cette star du cinéma d’action de Texas Ranger. En effet, Chuck s’est forgé une réputation de demi-dieu, de cogneur, de dur-à-cuire par ces innombrables figures d’arts martiaux et ces cassages de tronches. Demandez à Alexa un Papa Chuck Fact et elle vous parlera au hasard d'un de ses meilleurs exploits de sur-homme !"
B07ZXK215V,Additions,RUSSO,0,,-1,Enseignement et éducation,,":
        ma table des plus",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre ma table des plus »","« Alexa, ouvre ma table des fois »","« Alexa, lance Planète maths »","Permet de s'entrainer aux additions.La skill te propose d’additionner deux chiffres, tu as trois essais pour trouver !"
B07S8SFJ76,Airzone Cloud,Unknown,2,5 sur 5,2019,Maison connectée,,,http://doc.airzone.es/Certificates/Service/CERT_PRIVACY_ALEXA_AZCLOUD_FR.pdf,http://doc.airzone.es/Certificates/Service/CERT_TERMS_ALEXA_AZCLOUD_FR.pdf,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, allume le cuisine. »","« Alexa, règle la température de la chambre sur 20 degrés »","« Alexa, augmente la température de la chambre de 2 degrés »","Avec la skill Airzone Cloud, vous pouvez à présent contrôler votre système Airzone par commande vocale grâce à Alexa.Contrôlez l’allumage et l’extinction, la température et les modes de fonctionnement de votre unité avec votre voix.Le système Airzone permet de contrôler les différentes unités de chauffage et refroidissement, que ce soit des unités gainables, des unités individuelles ou autres, des principaux fabricants du secteur. Pour plus d'informations, visitez : http://www.airzonefrance.fr/airzone-c-est-quoi/Skill uniquement compatible avec les Webserver de la gamme 2016 (AZX6/AZCE6/AZDI6/AZRA6/VAF/ZBS).Associez votre compte Airzone Cloud et détectez votre dispositif pour commencer à utiliser la skill sur l’application Alexa. N’oubliez pas de donner un nom au dispositif pour pouvoir utiliser le contrôle vocal.Pour contrôler l’action de marche / arrêt de votre zone, dites simplement à Alexa d’allumer ou d’éteindre « nom de la zone » :- Alexa, allume le cuisine.- Alexa, éteins le cuisine.Pour changer le mode de fonctionnement de votre zone, dites simplement à Alexa de mettre « nom de la zone » en « mode de fonctionnement » :- Alexa, règle la salle en mode refroidissement.- Alexa, règle la salle en mode chauffage.- Alexa, règle la salle en mode automatique (uniquement pour les systèmes compatibles).Pour contrôler la température dans votre zone, demandez simplement à Alexa d’augmenter ou de diminuer la température de « nom de la zone » de « numéro » degrés; ou de régler la température de « nom de la zone » sur « numéro » degrés :- Alexa, augmente la température de la chambre de 2 degrés.- Alexa, baisse la température de la chambre de 2 degrés.- Alexa, règle la température de la chambre sur 20 degrés."
B075W6WW4K,Sons Ambiants : Machine à Laver,Invoked Apps LLC,0,,2017,"Musique, radio et audio",Services de diffusion en continu,":
        sons de machine à laver",https://invokedapps.com/privacy,https://invokedapps.com/terms,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre Sons de Machine à Laver »","« Alexa, demande à Sons de Machine à Laver de mettre en boucle »","« Alexa, ouvre Sons d'une Pluie Battante »","Sons de Machine à Laver est une Skill de sons ambiants développée pour vous aider à masquer les bruits indésirables, encourager la relaxation, réduire le stress et vous aider à vous endormir.Par défaut, la lecture du son durera une heure. Pour écouter le son en boucle jusqu'au moment où vous demanderez à Alexa d'arrêter, dites simplement : « Alexa, active le mode boucle » pendant la lecture du son. La Skill se souviendra de votre choix pour toutes vos utilisations futures - vous n'aurez donc pas à le répéter.FONCTIONNALITÉS PRO:+ Son de qualité Premium + Boucles améliorées (boucle toutes les 4 heures au lieu de toutes les heures)Envisagez de rédiger une évaluation de Sons de Machine à Laver par Invoked Apps. Vous pouvez également nous envoyer vos suggestions par e-mail à l'adresse support@invokedapps.com.Vous cherchez plus de sons? Trouvez ces Skills par Invoked Apps dans le catalogue des Skills Alexa ...- Sons d'Orage- Sons de Pluie- Sons de l'Océan- Sons de Ruisseau- Sons de Feu- Sons d'Avion- Sons de Ventilateur- Sons de Ventilateur Oscillant- Sons de la Ville- Sons de la Forêt Tropicale- Sons de Train- Sons de Grillon- Sons de Grenouille- Sons d'Oiseau- Sons d'Horloge- Sons de Chat- Sons d'Aspirateur- Bruit Rose- Bruit Brun- Bruit Blanc- Sons du Vent- Vent dans les Feuilles- Vent dans les Arbres- Pluie sur un Toit de Tôle- Pluie sur une Tente- Pluie Légère- Pluie sur une Fenêtre- Sons d'Orage Lointain- Sons de Douche- Sons de Vaisseau Spatial- Sons d'un Sèche-cheveux- Sons d'un Sèche-linge- Sons d'un Lave-vaisselle- Sons de Carillons- Sons de Baleine- Vent dans la Prairie- Sons d'une Pluie Battante- Gouttes d'eau- Sons de Fontaine- Sons de Cascade- Nuit dans la Forêt- Sons de Battement de Cœur- Sons de Café- Sons de Rêve- Sons de Blizzard- Sons d'un Hibou- Sons de Sous l'eauPour obtenir une liste complète de nos sons relaxants, recherchez Invoked Apps dans l'application Alexa or rendez-vous sur invokedapps.com.Cette Skill a été conçue par Invoked Apps, auteur des Skills de sons ambiants pour le sommeil et la relaxation les plus populaires. Les Skills développées par Invoked Apps sont conçues par un « Champion Alexa » certifié par Amazon - une expérience de qualité garantie!"
B07QCVSX2P,Super Roteur,Homefield Studios,57,"3,8 sur 5",-1,Fantaisie et humour,,":
        super roteur",,,True,True,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre Super Roteur »","« Alexa, demande à Super Roteur de faire un rot puant »","« Alexa, demande à Super Roteur de faire un rot à la bière »","Des rots à la bière, des rots à la bouffe, des rots sonores, des rots dégoutants et malodorants, on a tout ça en stock, il vous suffit de demander! Cette Skill vous apprendra différentes sortes de rots. Vraiment.Laissez Alexa vous guider dans le royaume des rots, ou demandez un rot bien spécifique - on vous montrera comment devenir un maitre dans l'art du rot!Si vous aimez nos rots gratuits, vous pouvez découvrir notre contenu supplémentaire en achetant le pack d'extension."
B07KWDMK45,Hot Tracks d'Apple Music DE Non Officiel,VoiceSkillsInc,0,,-1,Actualités,,,,,True,True,True,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, quel est mon flash quotidien ? »","« Alexa, quelles sont les infos ? »",,"Restez au courant des ventes et des téléchargements les plus populaires d'Apple avec Le Top 10 des meilleurs morceaux en Allemagne, d'Apple Music.Mis à jour automatiquement tous les jours - de sorte que vous aurez toujours les informations actuelles. Tout ce que vous avez à faire est d’ajouter cette skill à votre Flash Briefing.Si vous trouvez cette skill utile, donnez-nous une évaluation 5 étoiles."
B082Y9JR5F,Les énigmes du Père Fouras,Izwi,10,"3,5 sur 5",2019,Jeux et culture générale,Jeux,":
        les énigmes du père fouras",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre les énigmes du Père Fouras »","« Alexa, répète l'énigme »","« Alexa, donne moi le classement du jour »","Saurez-vous résoudre les célèbres énigmes du Père Fouras ! Trouvez un maximum de réponses aux cinq énigmes, et accédez à l'épreuve finale du mot-code. Chaque bonne réponse à une des énigmes vous permettra d'obtenir un indice pour le mot code. Le mot code à trouver est un mot associé à tous les indices obtenus. Et si vous remportez la victoire, vous gagnerez trois clés pour votre trousseau ! Au premier lancement de la skill, vous obtiendrez un trousseau avec cinq clés gratuites. Dès lors que vous avez moins de cinq clés à votre trousseau, vous obtiendrez toutes les heures une nouvelle clé gratuite.Si vous ne connaissez pas la réponse, dites ""je ne sais pas"" ou ""donne-moi la réponse"".Vous pouvez obtenir la réponse à une énigme en utilisant une clé. Si vous n'avez plus de clés, vous avez la possibilité d'acheter des clés supplémentaires en disant ""Je veux acheter des clés"".Trois trousseaux peuvent être achetés : le trousseau de bronze (cinq clés), le trousseau d'argent (dix clés), ou le trousseau d'or (vingt clés).Un classement quotidien des meilleurs joueurs est disponible en disant : ""donne-moi le classement du jour"".Pendant les 30 secondes de réflexion, vous pouvez à tout moment donner votre réponse en disant ""Alexa"", suivi de votre réponse.Pour écouter à nouveau l'énigme ou le mot code : ""Peux-tu répéter ?""Pour redémarrer la partie au début : ""Recommencer au début"".Pour démarrer une nouvelle partie : ""Commencer une nouvelle partie"" (nécessite d'utiliser une clé).Pour savoir combien de clés il vous reste sur votre trousseau : ""Dis-moi combien j'ai de clés sur mon trousseau""Les énigmes, ainsi que le nombre de clés disponibles sont affichées sur l'application compagnon ou sur les terminaux avec écran (echo spot ou echo show)."
B083RS12LV,radio tele boston,GC Computer Center,0,,2020,"Musique, radio et audio",Services de diffusion en continu,":
        radio tele boston",,,True,True,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, Jouer Radio Tele Boston »","« Alexa, Lance Radio Tele Boston »","« Alexa, Commence Radio Tele Boston »","Radio TeleBoston de sa création à nos jours, ce média, à vocation diversifiée et informative, n'émet que via Internet au profit de la communauté haïtienne de Boston et de ses zones environnantes."
B07MHLQCMV,Presse-citron,Presse-citron,8,2 sur 5,2019,Actualités,,,,,True,True,True,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, quel est mon flash quotidien ? »","« Alexa, quelles sont les infos ? »","« Alexa, quelles sont les nouvelles ? »","Toute  l'actu du digital, des nouvelles technologies, du mobile et des réseaux sociaux du site Presse-citron dans votre flash quotidien.Connectez-vous à l'innovation !"
B07N6FTZP6,Données écolo,Sertook,17,"4,8 sur 5",2019,Enseignement et éducation,,":
        données écolo",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre données écolo »","« Alexa, ouvre discours Pipotron »","« Alexa, ouvre instructions de premiers secours. »","Chiffres et données sur l'écologie, pour comprendre les enjeux liés à l'écologie"
B0814LB176,Ok mec,Axel,0,,-1,Lifestyle,Développement personnel,":
        cool invocation",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, lance cool invocation »","« Alexa, ouvre cool invocation »","« Alexa, démarre nani nani »","C'est une skill inutile qui répond 'Ok mec' lorsqu'on demande 'Alexa, lance cool invocation'"
B07JNPVNVX,WOLF GmbH,Wolf GmbH,0,,-1,Maison connectée,,,https://www.wolf-smartset.com/wolfskill/Wolf-Skill-DSE_FR.pdf,https://www.wolf-smartset.com/wolfskill/Wolf-Skill-DSE_FR.pdf,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,« Alexa allume chauffage »,"« Alexa, allume eau chaude »","« Alexa, allume aération intensive »","Vous pouvez connectez Alexa à votre chaudière en seulement trois étapes :1) Activer la ""Wolf GmbH"" Skill dans l’application Alexa2) Renseigner les données de votre compte Smartset3) Rechercher les appareils WolfEnsuite, vous pouvez commander vos appareils via Alexa.Quelques exemples de commandes vocales :- ""Alexa allume chauffage"" (la chaudière se met en route en mode automatique)- ""Alexa éteins chauffage"" (la chaudière se met en mode Standby)- ""Alexa, allume eau chaude"" (le ballon chauffe l’eau pendant une heure)- ""Alexa, éteins eau chaude"" (le ballon arrête de chauffer l’eau pendant une heure)- ""Alexa, allume protection contre l’humidité"" (la clim s’active pendant 3 heures en mode minimum)- ""Alexa, éteins protection contre l’humidité"" (la clim s’éteint)- ""Alexa, allume aération intensive"" (la clim s’active pendant 3 heures en mode maximum)- ""Alexa, éteins aération intensive"" (la clim s’éteint)Equipement nécessaire :-	Wolf Link Home / Pro-	Chauffage Wolf avec le programmateur modulant BM-2"
B07KWFKPQJ,Top chansons d'Apple Music IT Non Officiel,VoiceSkillsInc,0,,-1,Actualités,,,,,True,True,True,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, quel est mon flash quotidien ? »","« Alexa, quelles sont les infos ? »","« Alexa, quel est mon flash quotidien ? »","Restez au courant des ventes et des téléchargements les plus populaires d'Apple avec Le Top 10 des chansons en Italie, d'Apple Music.Mis à jour automatiquement tous les jours - de sorte que vous aurez toujours les informations actuelles. Tout ce que vous avez à faire est d’ajouter cette skill à votre Flash Briefing.Si vous trouvez cette skill utile, donnez-nous une évaluation 5 étoiles."
B0815267BQ,Olympique de Marseille,bello,12,3 sur 5,-1,Jeux et culture générale,Jeux,":
        olympique de marseille",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre olympique de marseille »",« Alexa ouvre quiz joueur de football. »,"« Alexa, quel est mon flash quotidien ? »","Ce skill permet de poser des questions par exemple: ""qui va être champion de France?"" ou ""qui va être champion d'Europe?"". La réponse est bien entendu toujours ""Marseille!"" à jamais le premier club Français à avoir gagné la Champions League :)"
B07KWCPNBD,Bientôt chez Apple Music IT Non Officiel,VoiceSkillsInc,0,,-1,Actualités,,,,,True,True,True,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, quel est mon flash quotidien ? »","« Alexa, quelles sont les infos ? »",,"Restez au courant des ventes et des téléchargements les plus populaires d'Apple avec Le Top 10 Bientôt en Italie, d'Apple Music.Mis à jour automatiquement tous les jours - de sorte que vous aurez toujours les informations actuelles. Tout ce que vous avez à faire est d’ajouter cette skill à votre Flash Briefing.Si vous trouvez cette skill utile, donnez-nous une évaluation 5 étoiles."
B0814NG97X,Je t'aime,Eva Benoit,14,"3,7 sur 5",-1,n,k,":
        je t'aime",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre Je t'aime »",« Comment dit-on je t'aime en anglais ? »,"« Alexa, ouvre coucou toi ! »",Je t'aime vous permet de traduire vos sentiments dans différentes langues.
B07KWXYVYD,Maux de tête,modis,16,"4,5 sur 5",2018,Santé et bien-être,,":
        maux de tête",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre maux de tête »","« Alexa , lance maux de tête »","« Alexa, démarre ma respiration »","La skill ""Maux de tête"" est une musique relaxante pour mieux dormir en cas de trouble du sommeil, fatigue. Elle contient une musique pour les maux de tête, céphalées et troubles de sommeil, ainsi qu'une image de fond zen pour les détenteurs d’Echo Spot."
B01M5E92TH,Sons Ambiants : Océan,Invoked Apps LLC,84,"4,2 sur 5",2018,"Musique, radio et audio",Services de diffusion en continu,":
        sons de l' océan",https://invokedapps.com/privacy,https://invokedapps.com/terms,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre Sons de l'Océan »","« Alexa, demande à Sons de l'Océan de mettre en boucle »","« Alexa, ouvre Sons de Pluie »","Sons de l'Océan est une Skill de sons ambiants développée pour vous aider à masquer les bruits indésirables, encourager la relaxation, réduire le stress et vous aider à vous endormir.Par défaut, la lecture du son durera une heure. Pour écouter le son en boucle jusqu'au moment où vous demanderez à Alexa d'arrêter, dites simplement : « Alexa, active le mode boucle » pendant la lecture du son. La Skill se souviendra de votre choix pour toutes vos utilisations futures - vous n'aurez donc pas à le répéter.FONCTIONNALITÉS PRO:+ Son de qualité Premium + Boucles améliorées (boucle toutes les 4 heures au lieu de toutes les heures)Envisagez de rédiger une évaluation de Sons de l'Océan par Invoked Apps. Vous pouvez également nous envoyer vos suggestions par e-mail à l'adresse support@invokedapps.com.Vous cherchez plus de sons? Trouvez ces Skills par Invoked Apps dans le catalogue des Skills Alexa ...- Sons d'Orage- Sons de Pluie- Sons de Ruisseau- Sons de Feu- Sons d'Avion- Sons de Ventilateur- Sons de Ventilateur Oscillant- Sons de la Ville- Sons de la Forêt Tropicale- Sons de Train- Sons de Grillon- Sons de Grenouille- Sons d'Oiseau- Sons d'Horloge- Sons de Chat- Sons d'Aspirateur- Bruit Rose- Bruit Brun- Bruit Blanc- Sons du Vent- Vent dans les Feuilles- Vent dans les Arbres- Pluie sur un Toit de Tôle- Pluie sur une Tente- Pluie Légère- Pluie sur une Fenêtre- Sons d'Orage Lointain- Sons de Douche- Sons de Vaisseau Spatial- Sons d'un Sèche-cheveux- Sons d'un Sèche-linge- Sons d'un Lave-vaisselle- Sons de Carillons- Sons de Baleine- Vent dans la Prairie- Sons d'une Pluie Battante- Gouttes d'eau- Sons de Fontaine- Sons de Cascade- Nuit dans la Forêt- Sons de Machine à Laver- Sons de Battement de Cœur- Sons de Café- Sons de Rêve- Sons de Blizzard- Sons d'un Hibou- Sons de Sous l'eauPour obtenir une liste complète de nos sons relaxants, recherchez Invoked Apps dans l'application Alexa or rendez-vous sur invokedapps.com.Cette Skill a été conçue par Invoked Apps, auteur des Skills de sons ambiants pour le sommeil et la relaxation les plus populaires. Les Skills développées par Invoked Apps sont conçues par un « Champion Alexa » certifié par Amazon - une expérience de qualité garantie!"
B079KTHX79,Visuels Ambiants: Sons de méditation,Rapid Wildfire,13,"4,6 sur 5",2018,"Musique, radio et audio",Accessoires,":
        sons de méditation",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre Sons de méditation »","« Alexa, lance Sons de méditation »","« Alexa, lance Son d'Ambiance »","Sons de méditation avec de la musique relaxante. La grande collection d'écrans de veille avec vidéo HD sur Echo Spot. Impressionnez vos invités avec des écrans de veille fascinants sur Echo Spot.Obtenez des aperçus impressionnants de tous les Visuels Ambiants sur www.ambivisuals.com et suivez @RapidWildfire sur Twitter ou Facebook.Idéal pour vous aider à vous endormir ou détendre l'atmosphère à la maison.Actuellement, cette Skill joue l'audio et/ou la vidéo en boucle pendant 2 heures.Vous pouvez continuer d'utiliser votre appareil Echo pendant la lecture audio et vidéo car Alexa revient à la lecture après avoir réglé un minuteur ou avoir demandé quel temps définir. Exactement ce que vous attendez d'un bon écran de veille.Pour découvrir plus de Skills de ce genre entrez sur www.ambivisuals.com.N'hésitez pas à nous envoyer vos commentaires et suggestions afin que nous puissions continuer d'améliorer votre expérience.-----------------------------------Stock Media par nmid / Pond5"
B0814JYZ3F,c'est quand bientôt ?,j-ch.fr,0,,-1,Jeux et culture générale,Quiz et culture générale,":
        c'est quand bientôt",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,« alexa demande à c'est quand bientôt c'est quand bientôt »,« alexa demande à c'est quand bientôt le décompte »,"« Alexa, lance wingardium leviosa »",donne le nombre de jours jusqu'à noel
B07G7DFGJG,Mon bus favori - Paris - Île de France,Izwi,119,4 sur 5,2018,Tourisme et voyages,Transports en commun,":
        mon bus favori",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre mon bus favori »","« Alexa, demande à mon bus favori quand passe le prochain bus 89 à Alleray »","« Alexa, demande à mon bus favori d'enregistrer mon arrêt favori »","N'attendez plus le bus en bas de chez vous ! Avec Mon bus favori - Paris - Île de France, obtenez les horaires de passage en temps réel de n'importe quel bus du réseau RATP, à Paris et en Île de France. Et enregistrez votre arrêt favori pour avoir à portée de voix les prochains passages de votre bus préféré."
B081B13FLB,Pile ou Face,MEAPLV CORP,1,5 sur 5,2019,Jeux et culture générale,Jeux,":
        pile ou face",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,« Alexa ouvre pile ou face »,« Alexa lance pile ou face »,"« Alexa, Demande à Toc toc qui est là ? »","Dites ""Alexa ouvre pile ou face"" et Alexa vous dira si c'est pile ou face!"
B07T2PRP44,Math pour enfants,Christian Delhez,6,"2,9 sur 5",-1,Enfants,Contenus éducatifs,":
        math pour enfants",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre math pour enfants »","« Alexa, démarre un quizz »","« Alexa, change de joueur »",Additions et soustractions pour les jeunes enfants
B07GVM4T7G,AirSend,devmel,0,,-1,Maison connectée,,,https://asp.devmel.com/fr/regles-confidentialite,,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, éteins le chauffage »","« Alexa, allume la cuisine »","« Alexa, quelle est la température intérieure ? »","Avec la skill AirSend pour Alexa, vous pouvez désormais interagir avec vos volets roulants, portails, portes de garage, lumières et appareils électriques avec votre voix. La première étape consiste à « activer la skill » dans l’application Alexa, puis rentrer les informations (localip / password) qui se trouvent sous le boitier.Suite à la synchronisation, vous avez directement accès à la température de la pièce où se trouve le boitier AirSend en disant « Alexa, quelle est la température du thermostat ? ».Pour ajouter des appareils, utilisez le service https://asp.devmel.com/ ou l’application mobile AirSend comme suit :- Connectez-vous à votre AirSend en utilisant les identifiants qui se trouvent sous le boitier.- Capturez un équipement depuis la télécommande 433 Mhz.- Activez le service AirSend Plus pour synchroniser les données avec Alexa.- Donnez un nom (ex : « prise »).- Cochez la case AirSend Plus « Ajouter (ou remplacer) ».- Appuyez sur « Ajouter ».Pour contrôler votre équipement, il suffit de dire : - « Alexa, allume la prise » ou « Alexa, active la prise ».- « Alexa, éteins la prise » ou « Alexa, désactive la prise ».Notez que les commandes « ouvrir/monter » ou « fermer/descendre » ne sont pas supportées pour le moment, il faut dire « active » ou « désactive ».Pour plus d’informations sur les appareils compatibles consultez le site : https://devmel.com/fr/airsend.html#compatibility"
B081CYH3DB,Bonjour la Finance !,Hello World,0,,-1,Affaires et finances,,,,,True,False,True,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, quel est mon flash quotidien ? »","« Alexa, quelles sont les infos ? »","« Alexa, quel est mon flash quotidien ? »","Cette skill vous permet d'afficher des flashs quotidiens sur un RSS (comme le logo affiché dans la skill).Ce RSS vous donnera des informations liées à la Finance.Pour utiliser cette skill, appelez Alexa et demandez-lui le flash quotidien et/ou les infos."
B07CGQQC1R,Loewe TV for Smart Home,Loewe Technologies GmbH,3,"3,5 sur 5",2018,Maison connectée,,,https://alexa.loewe.tv/alexa/privacy,https://alexa.loewe.tv/alexa/termsofuse,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, allume le téléviseur »","« Alexa, zappe sur la chaîne 10 »","« Alexa, volume 12 sur le téléviseur »","Avec cette Skill, il vous est possible de connecter jusqu'à 3 téléviseurs Loewe à votre maison connectée.Dites ""Alexa, allume le téléviseur"" et demandez le changement du volume et la chaîne par la voix.Vous devez connecter votre TV Loewe à Alexa avant de pouvoir utiliser la Skill.Suivez les instructions de la page Alexa affichée sur la TV (HOME > Apps > Alexa). Veuillez vérifier le logiciel de la TV (4.4.65 ou ultérieur)Dans l’app Alexa, vous pouvez renommer votre « Loewe » à votre convenance, par exemple « TV du salon ».Afin de pouvoir mettre en route la TV via la voix, la TV doit être en mode de démarrage rapide (Paramètres > Commandes >  Mode de démarrage rapide). Pour mettre en route la TV, la demande d’une chaine est également possible (le téléviseur est éteint => «Alexa, zappe sur la chaîne 10» pour allumer la TV)."
B07ZZ1NBYT,La Chevre,tifftiff,0,,-1,Enseignement et éducation,,":
        faits divertissants sur la chevre",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre faits divertissants sur la chevre »","« Alexa, ouvre faits divertissants sur les dauphins »","« Alexa, lance les dés plus ou moins grand »",Grace à cette skill sur Alexa vous pourrez en apprendre plus sur la chevre
B07ZXPSYQ8,Quoi d'neuf gaming ?,Maddyzi,0,,-1,Actualités,,,,,True,False,True,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, quel est mon flash quotidien ? »","« Alexa, quelles sont les infos ? »",« Alexa ouvre la boîte à punchline »,Ma première skill pour avoir l'actu des jeux videos en français
B07D3CZFCP,Jeu de Mots,DialogStudio.com,369,"4,2 sur 5",2018,Jeux et culture générale,Jeux,":
        jeu de mots",,,True,True,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,« Alexa lance jeu de mots »,« Alexa ouvre jeu de mots »,« Alexa joue à Devine Mon Nom »,"Devinez le mot le plus long possible pour remporter la partie.Une partie se joue en 7 manches.À chaque tour, Alexa vous donne un mot. Devinez le mot le plus long possible commençant par la dernière lettre du mot donné par la skill.Par exemple, si elle vous dit ""explicatif"".Vous pourrez dire ""fourmi"".Et ainsi de suite.Celui qui a le plus grand score à la fin des 7 tours remporte la partie.Si ce jeu vous a plu, n'hésitez pas à le noter 5 étoiles pour nous aider à l'améliorer.Si vous rencontrez un souci, contactez-nous à quentin@dialogstudio.com"
B07GBV29PQ,J'apprends l'alphabet,Syx,83,"3,2 sur 5",2018,Enfants,Contenus éducatifs,":
        j'apprends l'alphabet",http://alexa.eternalmind.fr/japprendslaphabet/privacy.pdf,http://alexa.eternalmind.fr/japprendslaphabet/cgu.pdf,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, lance j’apprends l’alphabet »","« Alexa, démarre j’apprends l’alphabet »","« Alexa, démarre devinettes des animaux »","Nouveauté :  * Sur Amazon Echo Spot chaque lettre a son illustration * Amélioration de la reconnaissance des lettresJ'apprends l'alphabet est un jeux ludique pour apprendre l’alphabet aux plus petits.Les séquences de jeux sont très courtes (5 lettres au hasard).De plus, la lettre s'affiche sur les Echo Spot ainsi que sur l'application afin de favoriser l'association entre l'écriture et la prononciation.Fonctionnement- Une fois la Skill activée, pensez à activer les skills pour enfants dans votre application Alexa. (Paramètres > Skills pour enfants > Activer)- Dites simplement « Alexa, lance j'apprends l'alphabet ».- Ne répondre que la lettre et attendre la validation d'Alexa - Vous n'avez pas entendu la question ? N'hésitez pas à faire répéter Alexa en disant : « Répète la question ».- Vous souhaitez arrêter le jeu ? Dites : « Arrêter » à tout moment.Le jeu est fait pour mon fils (qui l'a validé ;-) ) et je le partage pour les autres enfants. Si vous avez un bug ou une suggestion : alexa@eternalmind.fr"
B07GRCF7YB,Hondelatte raconte,Lagardère Active,41,"3,5 sur 5",2018,"Musique, radio et audio",Podcasts,":
        hondelatte raconte",http://www.europe1.fr/cgu,http://www.europe1.fr/cgu,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, démarre Hondelatte raconte »","« Alexa, demande à Hondelatte raconte l'histoire de Pierre Bellemare »","« Alexa, lance Hondelatte raconte et raconte une autre histoire »","Vous aimez les récits ? Faits divers, destins incroyables et grandes sagas, Christophe Hondelatte vous livre ses histoires les plus palpitantes. Avec la skill « Hondelatte raconte », vous pouvez choisir celle que vous souhaitez écouter parmi une sélection proposée par Christophe Hondelatte lui-même !N’hésitez pas à lui demander plus de choix, il se fera un plaisir de trouver celle qui vous convient. Europe 1 innove en lançant la première application interactive qui vous permet d’échanger avec l’un de ses animateurs."
B07NL4J876,Mon assistant karaté,FCaron apps,4,"3,4 sur 5",2019,Sport,Fitness,":
        mon assistant karaté",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre mon assistant karaté »",« Dis-moi un kihon »,« Réviser des mots »,"Cette skill s’adresse aux personnes qui ont déjà des bases en karaté (adultes ou enfants). Elle dicte des kihons réalisables sur 1 pas (afin de pouvoir les faire dans un endroit restreint).On peut également réviser les mots en japonais en choisissant la couleur de la ceinture (jaune, orange, verte, bleu, marron, noire) et le faire avec ou sans la traduction en français.Bon entrainement !!!"
